,paths,bbox,texts
2355,3125,"[66, 281, 113, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2356,3126,"[168, 106, 112, 41]","[11, 25, 31, 0, 5, 7, 8, 3]"
2357,3127,"[37, 155, 110, 39]","[11, 25, 31, 0, 5, 7, 8, 3]"
2358,3128,"[317, 375, 111, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2359,3129,"[272, 270, 111, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2360,313,"[218, 192, 61, 25]","[11, 23, 28, 0, 3, 2, 9, 10]"
2361,3130,"[255, 348, 110, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2362,3131,"[180, 88, 109, 41]","[11, 25, 31, 0, 5, 7, 8, 3]"
2363,3132,"[93, 173, 107, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2364,3133,"[169, 383, 106, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2365,3134,"[279, 326, 105, 39]","[11, 25, 31, 0, 5, 7, 8, 3]"
2366,3135,"[198, 227, 104, 38]","[11, 25, 31, 0, 5, 7, 8, 3]"
2367,3136,"[142, 59, 105, 39]","[11, 25, 31, 0, 5, 7, 8, 3]"
2368,3137,"[199, 231, 104, 38]","[11, 25, 31, 0, 5, 7, 8, 3]"
2369,3138,"[324, 93, 102, 38]","[11, 25, 31, 0, 5, 7, 8, 3]"
2370,3139,"[236, 349, 101, 39]","[11, 25, 31, 0, 5, 7, 8, 3]"
2371,314,"[98, 200, 62, 27]","[11, 23, 28, 0, 3, 2, 9, 10]"
2372,3140,"[243, 111, 100, 34]","[11, 25, 31, 0, 5, 7, 8, 3]"
2373,3141,"[23, 93, 100, 36]","[11, 25, 31, 0, 5, 7, 8, 3]"
2374,3142,"[71, 223, 99, 37]","[11, 25, 31, 0, 5, 7, 8, 3]"
2375,3143,"[93, 346, 97, 35]","[11, 25, 31, 0, 5, 7, 8, 3]"
2376,3144,"[58, 116, 98, 33]","[11, 25, 31, 0, 5, 7, 8, 3]"
2377,3145,"[329, 92, 98, 36]","[11, 25, 31, 0, 5, 7, 8, 3]"
2378,3146,"[141, 293, 98, 35]","[11, 25, 31, 0, 5, 7, 8, 3]"
2379,3147,"[304, 278, 97, 35]","[11, 25, 31, 0, 5, 7, 8, 3]"
2380,3148,"[236, 173, 94, 34]","[11, 25, 31, 0, 5, 7, 8, 3]"
2381,3149,"[309, 126, 94, 32]","[11, 25, 31, 0, 5, 7, 8, 3]"
2382,315,"[340, 143, 62, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2383,3150,"[195, 389, 53, 39]","[11, 27, 13, 0, 6, 4, 5, 10]"
2384,3151,"[113, 317, 54, 40]","[11, 27, 13, 0, 6, 4, 5, 10]"
2385,3152,"[56, 323, 55, 41]","[11, 27, 13, 0, 6, 4, 5, 10]"
2386,3153,"[89, 48, 55, 42]","[11, 27, 13, 0, 6, 4, 5, 10]"
2387,3154,"[48, 75, 57, 41]","[11, 27, 13, 0, 6, 4, 5, 10]"
2388,3155,"[56, 201, 57, 43]","[11, 27, 13, 0, 6, 4, 5, 10]"
2389,3156,"[319, 30, 57, 42]","[11, 27, 13, 0, 6, 4, 5, 10]"
2390,3157,"[292, 71, 57, 40]","[11, 27, 13, 0, 6, 4, 5, 10]"
2391,3158,"[50, 109, 59, 44]","[11, 27, 13, 0, 6, 4, 5, 10]"
2392,3159,"[256, 32, 59, 41]","[11, 27, 13, 0, 6, 4, 5, 10]"
2393,316,"[73, 270, 62, 25]","[11, 23, 28, 0, 3, 2, 9, 10]"
2394,3160,"[271, 23, 58, 41]","[11, 27, 13, 0, 6, 4, 5, 10]"
2395,3161,"[300, 79, 58, 41]","[11, 27, 13, 0, 6, 4, 5, 10]"
2396,3162,"[267, 198, 58, 41]","[11, 27, 13, 0, 6, 4, 5, 10]"
2397,3163,"[66, 255, 59, 43]","[11, 27, 13, 0, 6, 4, 5, 10]"
2398,3164,"[330, 143, 60, 43]","[11, 27, 13, 0, 6, 4, 5, 10]"
2399,3165,"[281, 353, 60, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2400,3166,"[320, 294, 60, 43]","[11, 27, 13, 0, 6, 4, 5, 10]"
2401,3167,"[191, 256, 62, 44]","[11, 27, 13, 0, 6, 4, 5, 10]"
2402,3168,"[247, 89, 61, 44]","[11, 27, 13, 0, 6, 4, 5, 10]"
2403,3169,"[56, 265, 62, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2404,317,"[90, 156, 61, 27]","[11, 23, 28, 0, 3, 2, 9, 10]"
2405,3170,"[57, 152, 62, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2406,3171,"[318, 235, 62, 44]","[11, 27, 13, 0, 6, 4, 5, 10]"
2407,3172,"[138, 372, 61, 46]","[11, 27, 13, 0, 6, 4, 5, 10]"
2408,3173,"[171, 163, 62, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2409,3174,"[327, 244, 63, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2410,3175,"[179, 120, 62, 46]","[11, 27, 13, 0, 6, 4, 5, 10]"
2411,3176,"[318, 185, 63, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2412,3177,"[263, 261, 62, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2413,3178,"[250, 139, 64, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2414,3179,"[274, 288, 65, 45]","[11, 27, 13, 0, 6, 4, 5, 10]"
2415,318,"[280, 164, 61, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2416,3180,"[53, 219, 156, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2417,3181,"[184, 107, 156, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2418,3182,"[263, 319, 157, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2419,3183,"[173, 181, 156, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2420,3184,"[232, 108, 158, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2421,3185,"[33, 323, 157, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2422,3186,"[230, 302, 158, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2423,3187,"[196, 20, 157, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2424,3188,"[127, 47, 157, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2425,3189,"[32, 79, 158, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2426,319,"[345, 31, 61, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2427,3190,"[192, 250, 157, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2428,3191,"[255, 356, 157, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2429,3192,"[257, 54, 157, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2430,3193,"[44, 111, 157, 55]","[11, 23, 21, 0, 9, 8, 4, 5]"
2431,3194,"[168, 301, 158, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2432,3195,"[67, 143, 158, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2433,3196,"[56, 320, 157, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2434,3197,"[207, 51, 157, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2435,3198,"[29, 170, 158, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2436,3199,"[179, 91, 159, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2437,32,"[281, 56, 81, 28]","[11, 27, 35, 0, 7, 4, 9, 9]"
2438,320,"[216, 137, 60, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2439,3200,"[21, 37, 160, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2440,3201,"[214, 205, 158, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2441,3202,"[254, 240, 159, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2442,3203,"[175, 371, 159, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2443,3204,"[230, 158, 159, 56]","[11, 23, 21, 0, 9, 8, 4, 5]"
2444,3205,"[58, 185, 159, 57]","[11, 23, 21, 0, 9, 8, 4, 5]"
2445,3206,"[89, 272, 160, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2446,3207,"[144, 227, 162, 59]","[11, 23, 21, 0, 9, 8, 4, 5]"
2447,3208,"[228, 360, 161, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2448,3209,"[92, 108, 162, 58]","[11, 23, 21, 0, 9, 8, 4, 5]"
2449,321,"[94, 126, 59, 25]","[11, 23, 28, 0, 3, 2, 9, 10]"
2450,3210,"[147, 180, 122, 42]","[12, 12, 20, 0, 10, 7, 10, 6]"
2451,3211,"[61, 256, 123, 43]","[12, 12, 20, 0, 10, 7, 10, 6]"
2452,3212,"[58, 332, 124, 44]","[12, 12, 20, 0, 10, 7, 10, 6]"
2453,3213,"[153, 280, 124, 44]","[12, 12, 20, 0, 10, 7, 10, 6]"
2454,3214,"[192, 242, 125, 45]","[12, 12, 20, 0, 10, 7, 10, 6]"
2455,3215,"[180, 233, 125, 45]","[12, 12, 20, 0, 10, 7, 10, 6]"
2456,3216,"[94, 124, 125, 46]","[12, 12, 20, 0, 10, 7, 10, 6]"
2457,3217,"[144, 79, 127, 45]","[12, 12, 20, 0, 10, 7, 10, 6]"
2458,3218,"[45, 344, 125, 45]","[12, 12, 20, 0, 10, 7, 10, 6]"
2459,3219,"[142, 176, 127, 45]","[12, 12, 20, 0, 10, 7, 10, 6]"
2460,322,"[349, 346, 59, 24]","[11, 23, 28, 0, 3, 2, 9, 10]"
2461,3220,"[161, 174, 126, 46]","[12, 12, 20, 0, 10, 7, 10, 6]"
2462,3221,"[145, 186, 126, 46]","[12, 12, 20, 0, 10, 7, 10, 6]"
2463,3222,"[125, 219, 128, 46]","[12, 12, 20, 0, 10, 7, 10, 6]"
2464,3223,"[110, 235, 127, 47]","[12, 12, 20, 0, 10, 7, 10, 6]"
2465,3224,"[191, 300, 128, 47]","[12, 12, 20, 0, 10, 7, 10, 6]"
2466,3225,"[167, 213, 129, 48]","[12, 12, 20, 0, 10, 7, 10, 6]"
2467,3226,"[72, 104, 131, 47]","[12, 12, 20, 0, 10, 7, 10, 6]"
2468,3227,"[168, 333, 130, 46]","[12, 12, 20, 0, 10, 7, 10, 6]"
2469,3228,"[27, 229, 129, 47]","[12, 12, 20, 0, 10, 7, 10, 6]"
2470,3229,"[169, 131, 132, 47]","[12, 12, 20, 0, 10, 7, 10, 6]"
2471,323,"[64, 186, 58, 24]","[11, 23, 28, 0, 3, 2, 9, 10]"
2472,3230,"[164, 381, 131, 48]","[12, 12, 20, 0, 10, 7, 10, 6]"
2473,3231,"[172, 142, 132, 49]","[12, 12, 20, 0, 10, 7, 10, 6]"
2474,3232,"[81, 100, 133, 48]","[12, 12, 20, 0, 10, 7, 10, 6]"
2475,3233,"[145, 114, 134, 48]","[12, 12, 20, 0, 10, 7, 10, 6]"
2476,3234,"[81, 175, 133, 48]","[12, 12, 20, 0, 10, 7, 10, 6]"
2477,3235,"[158, 235, 135, 49]","[12, 12, 20, 0, 10, 7, 10, 6]"
2478,3236,"[150, 178, 136, 49]","[12, 12, 20, 0, 10, 7, 10, 6]"
2479,3237,"[73, 296, 135, 49]","[12, 12, 20, 0, 10, 7, 10, 6]"
2480,3238,"[153, 126, 136, 50]","[12, 12, 20, 0, 10, 7, 10, 6]"
2481,324,"[266, 37, 65, 24]","[11, 23, 28, 0, 3, 2, 9, 10]"
2482,3240,"[274, 96, 71, 25]","[11, 22, 21, 0, 4, 8, 3, 1]"
2483,3241,"[35, 25, 71, 25]","[11, 22, 21, 0, 4, 8, 3, 1]"
2484,3242,"[214, 307, 71, 26]","[11, 22, 21, 0, 4, 8, 3, 1]"
2485,3243,"[70, 62, 72, 25]","[11, 22, 21, 0, 4, 8, 3, 1]"
2486,3244,"[271, 262, 72, 26]","[11, 22, 21, 0, 4, 8, 3, 1]"
2487,3245,"[351, 167, 73, 25]","[11, 22, 21, 0, 4, 8, 3, 1]"
2488,3246,"[83, 330, 72, 25]","[11, 22, 21, 0, 4, 8, 3, 1]"
2489,3247,"[49, 367, 73, 25]","[11, 22, 21, 0, 4, 8, 3, 1]"
2490,3248,"[251, 47, 73, 26]","[11, 22, 21, 0, 4, 8, 3, 1]"
2491,3249,"[104, 48, 75, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2492,325,"[108, 247, 59, 25]","[11, 23, 28, 0, 3, 2, 9, 10]"
2493,3250,"[151, 110, 76, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2494,3251,"[299, 388, 75, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2495,3252,"[177, 96, 75, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2496,3253,"[163, 333, 75, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2497,3254,"[241, 357, 76, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2498,3255,"[81, 210, 76, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2499,3256,"[82, 263, 77, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2500,3257,"[74, 234, 78, 27]","[11, 22, 21, 0, 4, 8, 3, 1]"
2501,3258,"[280, 179, 78, 28]","[11, 22, 21, 0, 4, 8, 3, 1]"
2502,3259,"[325, 276, 80, 28]","[11, 22, 21, 0, 4, 8, 3, 1]"
2503,326,"[277, 134, 59, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2504,3260,"[123, 354, 80, 28]","[11, 22, 21, 0, 4, 8, 3, 1]"
2505,3261,"[27, 306, 80, 29]","[11, 22, 21, 0, 4, 8, 3, 1]"
2506,3262,"[290, 370, 81, 29]","[11, 22, 21, 0, 4, 8, 3, 1]"
2507,3263,"[252, 332, 82, 30]","[11, 22, 21, 0, 4, 8, 3, 1]"
2508,3264,"[280, 97, 81, 29]","[11, 22, 21, 0, 4, 8, 3, 1]"
2509,3265,"[327, 131, 82, 30]","[11, 22, 21, 0, 4, 8, 3, 1]"
2510,3266,"[222, 126, 83, 30]","[11, 22, 21, 0, 4, 8, 3, 1]"
2511,3267,"[280, 200, 84, 30]","[11, 22, 21, 0, 4, 8, 3, 1]"
2512,3268,"[132, 226, 85, 31]","[11, 22, 21, 0, 4, 8, 3, 1]"
2513,3269,"[250, 255, 84, 31]","[11, 22, 21, 0, 4, 8, 3, 1]"
2514,327,"[363, 349, 57, 23]","[11, 23, 28, 0, 3, 2, 9, 10]"
2515,3270,"[39, 208, 204, 65]","[12, 11, 36, 0, 3, 6, 4, 9]"
2516,3271,"[40, 113, 208, 68]","[12, 11, 36, 0, 3, 6, 4, 9]"
2517,3272,"[192, 206, 208, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2518,3273,"[171, 258, 207, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2519,3274,"[85, 62, 208, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2520,3275,"[125, 318, 207, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2521,3276,"[212, 253, 207, 68]","[12, 11, 36, 0, 3, 6, 4, 9]"
2522,3277,"[153, 275, 207, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2523,3278,"[134, 203, 207, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2524,3279,"[206, 176, 208, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2525,328,"[92, 55, 57, 24]","[11, 23, 28, 0, 3, 2, 9, 10]"
2526,3280,"[114, 136, 203, 67]","[12, 11, 36, 0, 3, 6, 4, 9]"
2527,3281,"[200, 223, 206, 70]","[12, 11, 36, 0, 3, 6, 4, 9]"
2528,3282,"[105, 56, 206, 70]","[12, 11, 36, 0, 3, 6, 4, 9]"
2529,3283,"[35, 103, 203, 67]","[12, 11, 36, 0, 3, 6, 4, 9]"
2530,3284,"[91, 169, 205, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2531,3285,"[82, 23, 205, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2532,3286,"[192, 72, 202, 68]","[12, 11, 36, 0, 3, 6, 4, 9]"
2533,3287,"[98, 212, 203, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2534,3288,"[30, 64, 204, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2535,3289,"[20, 193, 202, 68]","[12, 11, 36, 0, 3, 6, 4, 9]"
2536,329,"[55, 346, 57, 22]","[11, 23, 28, 0, 3, 2, 9, 10]"
2537,3290,"[180, 320, 201, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2538,3291,"[73, 342, 201, 70]","[12, 11, 36, 0, 3, 6, 4, 9]"
2539,3292,"[139, 79, 200, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2540,3293,"[127, 332, 199, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2541,3294,"[228, 281, 198, 68]","[12, 11, 36, 0, 3, 6, 4, 9]"
2542,3295,"[144, 46, 196, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2543,3296,"[96, 109, 195, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2544,3297,"[147, 175, 195, 69]","[12, 11, 36, 0, 3, 6, 4, 9]"
2545,3298,"[74, 265, 195, 70]","[12, 11, 36, 0, 3, 6, 4, 9]"
2546,3299,"[162, 43, 191, 70]","[12, 11, 36, 0, 3, 6, 4, 9]"
2547,33,"[155, 45, 83, 29]","[11, 27, 35, 0, 7, 4, 9, 9]"
2548,330,"[292, 243, 69, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2549,3300,"[174, 37, 93, 30]","[11, 25, 32, 0, 4, 6, 7, 7]"
2550,3301,"[33, 160, 93, 31]","[11, 25, 32, 0, 4, 6, 7, 7]"
2551,3302,"[66, 309, 94, 31]","[11, 25, 32, 0, 4, 6, 7, 7]"
2552,3303,"[298, 140, 95, 31]","[11, 25, 32, 0, 4, 6, 7, 7]"
2553,3304,"[35, 148, 96, 30]","[11, 25, 32, 0, 4, 6, 7, 7]"
2554,3305,"[261, 128, 96, 31]","[11, 25, 32, 0, 4, 6, 7, 7]"
2555,3306,"[36, 286, 96, 31]","[11, 25, 32, 0, 4, 6, 7, 7]"
2556,3307,"[294, 126, 97, 31]","[11, 25, 32, 0, 4, 6, 7, 7]"
2557,3308,"[217, 310, 97, 32]","[11, 25, 32, 0, 4, 6, 7, 7]"
2558,3309,"[113, 102, 98, 33]","[11, 25, 32, 0, 4, 6, 7, 7]"
2559,331,"[290, 276, 69, 21]","[11, 18, 12, 0, 2, 10, 9, 10]"
2560,3310,"[217, 243, 98, 32]","[11, 25, 32, 0, 4, 6, 7, 7]"
2561,3311,"[210, 243, 99, 33]","[11, 25, 32, 0, 4, 6, 7, 7]"
2562,3312,"[184, 24, 99, 32]","[11, 25, 32, 0, 4, 6, 7, 7]"
2563,3313,"[210, 60, 99, 32]","[11, 25, 32, 0, 4, 6, 7, 7]"
2564,3314,"[68, 125, 100, 34]","[11, 25, 32, 0, 4, 6, 7, 7]"
2565,3315,"[271, 62, 101, 34]","[11, 25, 32, 0, 4, 6, 7, 7]"
2566,3316,"[27, 235, 100, 34]","[11, 25, 32, 0, 4, 6, 7, 7]"
2567,3317,"[133, 206, 101, 36]","[11, 25, 32, 0, 4, 6, 7, 7]"
2568,3318,"[178, 332, 102, 36]","[11, 25, 32, 0, 4, 6, 7, 7]"
2569,3319,"[58, 114, 102, 36]","[11, 25, 32, 0, 4, 6, 7, 7]"
2570,332,"[116, 158, 69, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2571,3320,"[208, 20, 103, 36]","[11, 25, 32, 0, 4, 6, 7, 7]"
2572,3321,"[267, 240, 103, 37]","[11, 25, 32, 0, 4, 6, 7, 7]"
2573,3322,"[178, 128, 104, 37]","[11, 25, 32, 0, 4, 6, 7, 7]"
2574,3323,"[194, 72, 104, 38]","[11, 25, 32, 0, 4, 6, 7, 7]"
2575,3324,"[24, 69, 105, 38]","[11, 25, 32, 0, 4, 6, 7, 7]"
2576,3325,"[51, 176, 105, 38]","[11, 25, 32, 0, 4, 6, 7, 7]"
2577,3326,"[128, 313, 105, 39]","[11, 25, 32, 0, 4, 6, 7, 7]"
2578,3327,"[129, 324, 107, 40]","[11, 25, 32, 0, 4, 6, 7, 7]"
2579,3328,"[139, 66, 107, 41]","[11, 25, 32, 0, 4, 6, 7, 7]"
2580,3329,"[151, 357, 107, 41]","[11, 25, 32, 0, 4, 6, 7, 7]"
2581,333,"[295, 234, 70, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2582,3330,"[189, 130, 102, 36]","[11, 36, 18, 0, 6, 10, 7, 2]"
2583,3331,"[259, 104, 100, 37]","[11, 36, 18, 0, 6, 10, 7, 2]"
2584,3332,"[142, 298, 98, 35]","[11, 36, 18, 0, 6, 10, 7, 2]"
2585,3333,"[127, 76, 97, 35]","[11, 36, 18, 0, 6, 10, 7, 2]"
2586,3334,"[119, 62, 96, 34]","[11, 36, 18, 0, 6, 10, 7, 2]"
2587,3335,"[231, 225, 93, 34]","[11, 36, 18, 0, 6, 10, 7, 2]"
2588,3336,"[54, 368, 93, 34]","[11, 36, 18, 0, 6, 10, 7, 2]"
2589,3337,"[299, 252, 91, 34]","[11, 36, 18, 0, 6, 10, 7, 2]"
2590,3338,"[133, 85, 90, 32]","[11, 36, 18, 0, 6, 10, 7, 2]"
2591,3339,"[65, 325, 90, 33]","[11, 36, 18, 0, 6, 10, 7, 2]"
2592,334,"[237, 346, 69, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2593,3340,"[62, 71, 87, 32]","[11, 36, 18, 0, 6, 10, 7, 2]"
2594,3341,"[248, 180, 86, 32]","[11, 36, 18, 0, 6, 10, 7, 2]"
2595,3342,"[140, 142, 85, 32]","[11, 36, 18, 0, 6, 10, 7, 2]"
2596,3343,"[318, 341, 84, 31]","[11, 36, 18, 0, 6, 10, 7, 2]"
2597,3344,"[176, 170, 84, 30]","[11, 36, 18, 0, 6, 10, 7, 2]"
2598,3345,"[175, 103, 82, 31]","[11, 36, 18, 0, 6, 10, 7, 2]"
2599,3346,"[310, 218, 82, 29]","[11, 36, 18, 0, 6, 10, 7, 2]"
2600,3347,"[331, 275, 80, 29]","[11, 36, 18, 0, 6, 10, 7, 2]"
2601,3348,"[319, 275, 79, 29]","[11, 36, 18, 0, 6, 10, 7, 2]"
2602,3349,"[166, 202, 79, 28]","[11, 36, 18, 0, 6, 10, 7, 2]"
2603,335,"[54, 223, 69, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2604,3350,"[113, 317, 77, 28]","[11, 36, 18, 0, 6, 10, 7, 2]"
2605,3351,"[140, 233, 76, 28]","[11, 36, 18, 0, 6, 10, 7, 2]"
2606,3352,"[162, 368, 76, 28]","[11, 36, 18, 0, 6, 10, 7, 2]"
2607,3353,"[82, 88, 75, 27]","[11, 36, 18, 0, 6, 10, 7, 2]"
2608,3354,"[145, 45, 75, 27]","[11, 36, 18, 0, 6, 10, 7, 2]"
2609,3355,"[240, 148, 74, 27]","[11, 36, 18, 0, 6, 10, 7, 2]"
2610,3356,"[53, 307, 75, 28]","[11, 36, 18, 0, 6, 10, 7, 2]"
2611,3357,"[51, 270, 73, 27]","[11, 36, 18, 0, 6, 10, 7, 2]"
2612,3358,"[345, 316, 72, 26]","[11, 36, 18, 0, 6, 10, 7, 2]"
2613,3359,"[222, 62, 72, 25]","[11, 36, 18, 0, 6, 10, 7, 2]"
2614,336,"[125, 77, 70, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2615,3360,"[219, 203, 148, 58]","[15, 19, 33, 0, 7, 1, 4, 6]"
2616,3361,"[133, 85, 147, 56]","[15, 19, 33, 0, 7, 1, 4, 6]"
2617,3362,"[44, 55, 147, 56]","[15, 19, 33, 0, 7, 1, 4, 6]"
2618,3363,"[160, 110, 148, 57]","[15, 19, 33, 0, 7, 1, 4, 6]"
2619,3364,"[63, 203, 147, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2620,3365,"[224, 59, 148, 56]","[15, 19, 33, 0, 7, 1, 4, 6]"
2621,3366,"[160, 250, 147, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2622,3367,"[163, 151, 148, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2623,3368,"[275, 234, 149, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2624,3369,"[234, 112, 147, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2625,337,"[277, 243, 71, 20]","[11, 18, 12, 0, 2, 10, 9, 10]"
2626,3370,"[206, 109, 150, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2627,3371,"[243, 106, 150, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2628,3372,"[113, 84, 148, 53]","[15, 19, 33, 0, 7, 1, 4, 6]"
2629,3373,"[105, 361, 151, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2630,3374,"[44, 172, 150, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2631,3375,"[154, 121, 151, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2632,3376,"[41, 53, 152, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2633,3377,"[264, 129, 151, 54]","[15, 19, 33, 0, 7, 1, 4, 6]"
2634,3378,"[63, 73, 151, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2635,3379,"[205, 254, 152, 56]","[15, 19, 33, 0, 7, 1, 4, 6]"
2636,338,"[153, 98, 71, 21]","[11, 18, 12, 0, 2, 10, 9, 10]"
2637,3380,"[41, 33, 152, 55]","[15, 19, 33, 0, 7, 1, 4, 6]"
2638,3381,"[212, 357, 153, 57]","[15, 19, 33, 0, 7, 1, 4, 6]"
2639,3382,"[97, 116, 153, 59]","[15, 19, 33, 0, 7, 1, 4, 6]"
2640,3383,"[49, 40, 152, 58]","[15, 19, 33, 0, 7, 1, 4, 6]"
2641,3384,"[47, 294, 153, 58]","[15, 19, 33, 0, 7, 1, 4, 6]"
2642,3385,"[148, 222, 153, 57]","[15, 19, 33, 0, 7, 1, 4, 6]"
2643,3386,"[218, 91, 154, 58]","[15, 19, 33, 0, 7, 1, 4, 6]"
2644,3387,"[259, 349, 154, 57]","[15, 19, 33, 0, 7, 1, 4, 6]"
2645,3388,"[142, 227, 154, 58]","[15, 19, 33, 0, 7, 1, 4, 6]"
2646,3389,"[37, 153, 156, 59]","[15, 19, 33, 0, 7, 1, 4, 6]"
2647,339,"[215, 220, 71, 21]","[11, 18, 12, 0, 2, 10, 9, 10]"
2648,3390,"[113, 181, 65, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2649,3391,"[142, 362, 64, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2650,3392,"[176, 188, 64, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2651,3393,"[289, 49, 64, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2652,3394,"[324, 158, 64, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2653,3395,"[128, 87, 63, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2654,3396,"[133, 171, 64, 21]","[11, 31, 14, 0, 8, 2, 8, 3]"
2655,3397,"[304, 59, 62, 22]","[11, 31, 14, 0, 8, 2, 8, 3]"
2656,3398,"[294, 109, 62, 21]","[11, 31, 14, 0, 8, 2, 8, 3]"
2657,3399,"[42, 320, 62, 20]","[11, 31, 14, 0, 8, 2, 8, 3]"
2658,34,"[274, 140, 82, 29]","[11, 27, 35, 0, 7, 4, 9, 9]"
